HydroID,DrainID,Name,Descript,GlobalWshd,RELATEDOID,WarningMsg,HUCID,Edited,waterID,AverageSam,SampleCoun,Shape_Leng,Shape_Area,sum_Size,Point_Coun
2,2,21NYDECA_WQX-12012400,SS BP v1.3.4,1,,,02020004,0,158.00000000000,1.41460000000,10,32480.00669860000,22669608.41010000000,0.00000000000,0
2,2,21NYDECA_WQX-12012002,SS BP v1.3.4,1,,,02020004,0,159.00000000000,1.52400000000,10,5800.00129747000,745500.20816100000,0.00000000000,0
2,2,21NYDECA_WQX-12011D02,SS BP v1.3.4,1,,,02020004,0,160.00000000000,0.16280000000,10,31820.00569920000,19904707.53220000000,0.00000000000,0
2,2,21NYDECA_WQX-12011C03,SS BP v1.3.4,1,,,02020004,0,161.00000000000,0.12720000000,10,87040.01669880000,92693634.11250000000,0.00000000000,0
2,2,21NYDECA_WQX-12011B14,SS BP v1.3.4,1,,,02020004,0,162.00000000000,0.19720000000,10,48880.01009890000,49606618.50380000000,0.00000000000,0
2,2,21NYDECA_WQX-12011A00,SS BP v1.3.4,1,,,02020004,0,163.00000000000,0.16311111111,9,69220.01220320000,80998629.54610000000,0.00000000000,0
2,2,21NYDECA_WQX-12011401,SS BP v1.3.4,1,,,02020004,0,164.00000000000,0.49422222222,9,36600.00629850000,30962111.37450000000,0.00000000000,0
2,2,21NYDECA_WQX-12011105,SS BP v1.3.4,1,,,02020004,0,165.00000000000,3.47910000000,10,105160.01770100000,152802756.53500000000,0.00000000000,0
2,2,21NYDECA_WQX-12010142,SS BP v1.3.4,1,,,02020004,0,166.00000000000,0.21066666667,9,138940.02430400000,212380777.55700000000,0.00000000000,0
2,2,21NYDECA_WQX-12010101,SS BP v1.3.4,1,,,02020004,0,167.00000000000,0.97601282051,39,399980.07220500000,1463485537.90000000000,8.00000000000,4
3,3,21NYDECA_WQX-12010001,SS BP v1.3.4,1,1,,02020004,0,168.00000000000,0.52920000000,40,1353380.24839000000,8978592427.56000000000,36.00000000000,25
2,2,21NYDECA_WQX-11042402,SS BP v1.3.4,1,,,02020001,0,169.00000000000,0.12040000000,10,30200.00600000000,23372608.56640000000,0.00000000000,0
2,2,21NYDECA_WQX-11042302,SS BP v1.3.4,1,,,02020001,0,170.00000000000,0.10590000000,10,74680.01430180000,82104129.93190000000,0.00000000000,0
3,3,21NYDECA_WQX-06030006,SS BP v1.3.4,1,1,,02050103,0,171.00000000000,0.39015000000,40,1076460.20498000000,12254755189.60000000000,54.00000000000,37
2,2,21NYDECA_WQX-06023201,SS BP v1.3.4,1,,,02050102,0,172.00000000000,0.06446666667,15,12660.00210090000,4105801.44861000000,0.00000000000,0
2,2,21NYDECA_WQX-06022503,SS BP v1.3.4,1,,,02050102,0,173.00000000000,0.48530000000,10,105080.01949800000,152621156.64300000000,0.00000000000,0
